# Original shape: (22920, 4, 3)
# Slice 0
4197.00,240.00,235.00
4202.00,243.00,238.00
4198.00,231.00,226.00

# Slice 189
4198.00,231.00,226.00
4202.00,243.00,238.00
15780.00,206.00,206.00
15779.00,199.00,199.00

# Slice 190
4197.00,240.00,235.00
15722.00,242.00,237.00
15723.00,244.00,239.00
4202.00,243.00,238.00

# Slice 191
4202.00,243.00,238.00
15723.00,244.00,239.00
22110.00,207.00,207.00
15780.00,206.00,206.00

# Slice 192
4203.00,245.00,240.00
4207.00,246.00,241.00
4208.00,247.00,242.00
4204.00,248.00,243.00

# Slice 193
4204.00,248.00,243.00
4208.00,247.00,242.00
15738.00,249.00,189.00
15737.00,250.00,185.00

# Slice 194
4207.00,246.00,241.00
15821.00,251.00,244.00
15822.00,252.00,245.00
4208.00,247.00,242.00

# Slice 195
4208.00,247.00,242.00
15822.00,252.00,245.00
22115.00,253.00,147.00
15738.00,249.00,189.00

# Slice 196
4203.00,245.00,240.00
4204.00,248.00,243.00
4209.00,254.00,246.00
4205.00,255.00,247.00

# Slice 197
4205.00,255.00,247.00
4209.00,254.00,246.00
15817.00,256.00,248.00
15818.00,257.00,249.00

# Slice 198
4204.00,248.00,243.00
15737.00,250.00,185.00
15736.00,258.00,184.00
4209.00,254.00,246.00

# Slice 199
4209.00,254.00,246.00
15736.00,258.00,184.00
22116.00,259.00,187.00
15817.00,256.00,248.00

# Slice 200
4203.00,245.00,240.00
4205.00,255.00,247.00
4210.00,260.00,250.00
4206.00,261.00,251.00

# Slice 201
4206.00,261.00,251.00
4210.00,260.00,250.00
15808.00,262.00,252.00
15809.00,263.00,253.00

# Slice 202
4205.00,255.00,247.00
15818.00,257.00,249.00
15819.00,264.00,254.00
4210.00,260.00,250.00

# Slice 203
4210.00,260.00,250.00
15819.00,264.00,254.00
22128.00,265.00,255.00
15808.00,262.00,252.00

# Slice 204
4203.00,245.00,240.00
4206.00,261.00,251.00
4211.00,266.00,256.00
4207.00,246.00,241.00

# Slice 205
4207.00,246.00,241.00
4211.00,266.00,256.00
15820.00,267.00,257.00
15821.00,251.00,244.00

# Slice 206
4206.00,261.00,251.00
15809.00,263.00,253.00
15810.00,268.00,258.00
4211.00,266.00,256.00

# Slice 207
4211.00,266.00,256.00
15810.00,268.00,258.00
22127.00,269.00,259.00
15820.00,267.00,257.00

# Slice 208
4212.00,270.00,260.00
4216.00,271.00,261.00
4217.00,272.00,262.00
4213.00,273.00,263.00

# Slice 209
4213.00,273.00,263.00
4217.00,272.00,262.00
15720.00,274.00,209.00
15719.00,275.00,205.00

# Slice 210
4216.00,271.00,261.00
15827.00,276.00,264.00
15828.00,277.00,265.00
4217.00,272.00,262.00

# Slice 211
4217.00,272.00,262.00
15828.00,277.00,265.00
22109.00,278.00,167.00
15720.00,274.00,209.00

# Slice 212
4212.00,270.00,260.00
4213.00,273.00,263.00
4218.00,279.00,266.00
